active_dim_1,active_dim_2,c,epochs,final_train_mse,final_val_mse,init_method,inp_dim,linear_readout,lmda,load_model,lr,model_path,model_scaling,n_train1,n_train2,one_task,overlap_bool,pretrain_overlap,same_signs,save_path,scaling,seed,threshold,w_scaling
40,5.0,1e-05,100000,9.418570090513612e-11,1.56836199760437,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.418570090513612e-11,1.56836199760437,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.418570090513612e-11,1.56836199760437,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.243526777336084e-11,1.5743216276168823,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,16,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.32870794501106e-11,1.57341730594635,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,16,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.784221349784515e-11,2.13487195968628,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,32,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.841942538724168e-11,2.5140039920806885,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,32,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.665876432585208e-11,2.399842500686645,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,32,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.921839738691316e-11,0.9608018398284912,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,64,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.952366014642776e-11,1.251945972442627,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,64,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.95027324424136e-11,1.0696338415145874,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,64,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,1.0004477107861119e-10,0.0018800025573,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,128,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,1.0001290073891056e-10,0.0012299241498112,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,128,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,9.997718625198715e-11,0.0008437135838903,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,128,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,1.2868513366015575e-08,4.953889856551541e-06,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,256,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,2.8759242098885813e-08,1.3056474017503206e-06,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,256,True,no,,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,5.0,1e-05,100000,1.928057002942296e-08,1.4342103895614855e-06,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,256,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=5--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.514238008545559e-11,1.2542535066604614,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.075148271753264e-11,1.2574477195739746,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,16,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.259998323685179e-11,1.2569624185562134,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,16,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.793708899419328e-11,1.713727593421936,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,32,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.7387660435988e-11,1.865297079086304,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,32,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.805549427976956e-11,1.8240786790847776,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,32,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.929920774531807e-11,1.3696883916854858,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,64,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.9109588591606e-11,1.5288985967636108,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,64,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.936311495817307e-11,1.453065276145935,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,64,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.979606030441346e-11,0.1955733150243759,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,128,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.984376520000282e-11,0.2483772188425064,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,128,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.993944560804376e-11,0.1802137196063995,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,128,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,9.1566150217659e-09,7.411875412799418e-05,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,256,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,,,1000000,9.218857621728915e-11,1.63063645362854,,1000,False,,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,,5.0,,data/diagonal/overlap/seed=0--load_model=True--one_task=True--linear_readout=False--n_train2=16--pretrain_overlap=5/,,0,1e-10,
40,,,1000000,9.218857621728915e-11,1.63063645362854,,1000,False,,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,,5.0,,data/diagonal/overlap/seed=0--load_model=True--one_task=True--linear_readout=False--n_train2=16--pretrain_overlap=5/,,0,1e-10,
40,,,1000000,9.167115677666259e-11,1.6386144161224363,,1000,False,,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,16,True,,5.0,,data/diagonal/overlap/seed=0--load_model=True--one_task=True--linear_readout=False--n_train2=16--pretrain_overlap=5/,,0,1e-10,
40,10.0,1e-05,100000,4.930802433023018e-08,1.6881840565474704e-05,complex,1000,False,-1e-05,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-1e-05--init_method=complex/model.pt,,1024,256,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-1e-05--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,10.0,1e-05,100000,3.0523576555197e-08,2.346077053516637e-05,complex,1000,False,-8.5e-06,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=-8.5e-06--init_method=complex/model.pt,,1024,256,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=10--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=-8.5e-06--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
40,20.0,1e-05,100000,9.018530366944332e-11,1.3470538854599,complex,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=complex/model.pt,,1024,16,True,no,0.0,1.0,data/diagonal/sparse_overlap/seed=0--active_dim_2=20--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--same_signs=True--lmda=0--c=1e-05--init_method=complex--load_model=True--linear_readout=False/,,0,1e-10,1.0
