alpha,mse
0.008,0.9983789406736215
0.01802020202020202,0.9990903452610375
0.02804040404040404,1.0002866780645072
0.03806060606060606,1.0019846340747838
0.04808080808080808,1.0042087891646296
0.0581010101010101,1.006987494312691
0.06812121212121211,1.0103523230280893
0.07814141414141415,1.0143382242605667
0.08816161616161616,1.0189838290079003
0.09818181818181818,1.0243317271295835
0.10820202020202019,1.0304286378888885
0.11822222222222223,1.037325435146018
0.12824242424242424,1.0450769900068622
0.13826262626262625,1.0537417695193607
0.1482828282828283,1.0633810833237538
0.1583030303030303,1.0740577999691465
0.16832323232323232,1.0858342573084914
0.17834343434343433,1.0987689621465437
0.18836363636363634,1.112911516289082
0.19838383838383838,1.1282950449368379
0.2084040404040404,1.1449253135407673
0.2184242424242424,1.1627658516841957
0.22844444444444445,1.1817189882325598
0.23846464646464646,1.2016039950968147
0.24848484848484848,1.2221356843157296
0.2585050505050505,1.2429095822778198
0.2685252525252525,1.26340205142391
0.27854545454545454,1.2829929890336085
0.2885656565656566,1.3010128900491644
0.29858585858585857,1.3168066577090038
0.3086060606060606,1.3297990748513173
0.3186262626262626,1.3395461104396214
0.32864646464646463,1.3457621725045974
0.33866666666666667,1.3483218926362386
0.34868686868686866,1.3472417299842554
0.3587070707070707,1.3426498025616904
0.3687272727272727,1.3347522682180508
0.3787474747474747,1.323802486905513
0.38876767676767676,1.3100763646999178
0.39878787878787875,1.2938546926679646
0.4088080808080808,1.275411583707734
0.4188282828282828,1.2550074278034218
0.4288484848484848,1.2328849049367445
0.43886868686868685,1.209267061673396
0.4488888888888889,1.1843568703941545
0.4589090909090909,1.158337859729159
0.4689292929292929,1.1313754154284037
0.4789494949494949,1.1036183604900163
0.48896969696969694,1.0752005617759472
0.498989898989899,1.0462424653515574
0.509010101010101,1.0168525163489484
0.519030303030303,0.9871283564278911
0.529050505050505,0.957157624198262
0.539070707070707,0.9270182306888253
0.5490909090909091,0.8967781985127944
0.5591111111111111,0.8664954328741105
0.5691313131313132,0.8362179041733406
0.5791515151515151,0.8059845012936421
0.5891717171717171,0.7758264407021633
0.5991919191919192,0.7457689901320346
0.6092121212121212,0.7158335276306408
0.6192323232323232,0.6860401996921439
0.6292525252525252,0.6564108478248306
0.6392727272727272,0.6269709962824972
0.6492929292929293,0.5977505641563875
0.6593131313131313,0.568784081691409
0.6693333333333333,0.5401100043885616
0.6793535353535353,0.5117683646638991
0.6893737373737373,0.4837972770604184
0.6993939393939393,0.456229648449186
0.7094141414141414,0.4290927390328755
0.7194343434343434,0.402411067434153
0.7294545454545454,0.3762093196713065
0.7394747474747474,0.35050863803356913
0.7494949494949494,0.32532013805527893
0.7595151515151515,0.3006520923486152
0.7695353535353535,0.2765267937648965
0.7795555555555556,0.25297829148177287
0.7895757575757575,0.2300413708739933
0.7995959595959595,0.2077570109441833
0.8096161616161616,0.1861806696605176
0.8196363636363636,0.1653968438662488
0.8296565656565656,0.14550787740828344
0.8396767676767676,0.12659483093505425
0.8496969696969696,0.10869099910168843
0.8597171717171717,0.09182245670452929
0.8697373737373737,0.0760230378578482
0.8797575757575757,0.06140768135446141
0.8897777777777778,0.04824615946048716
0.8997979797979797,0.03669231379671934
0.9098181818181817,0.026729012653484284
0.9198383838383838,0.018508007061188488
0.9298585858585858,0.01190199908684886
0.9398787878787879,0.006890877938555094
0.9498989898989898,0.0035132627395500693
0.9599191919191918,0.0015478149943304507
0.9699393939393939,0.0005552987241131227
0.9799595959595959,0.0001484398908179153
0.989979797979798,2.6696921045953278e-05
1.0,3.2512622716453863e-06
