alpha,mse
0.008,1.046900482759568
0.01802020202020202,1.1711062704528137
0.02804040404040404,1.3091218716059332
0.03806060606060606,1.4323209214928367
0.04808080808080808,1.5041896131170658
0.0581010101010101,1.5237196683740135
0.06812121212121211,1.510443678626758
0.07814141414141415,1.4795478477654964
0.08816161616161616,1.4393359250473339
0.09818181818181818,1.3940816026899017
0.10820202020202019,1.3460483760836177
0.11822222222222223,1.2965077317413412
0.12824242424242424,1.2462103025004874
0.13826262626262625,1.1956057649253924
0.1482828282828283,1.1449576248122473
0.1583030303030303,1.0943989462032502
0.16832323232323232,1.0439699090996832
0.17834343434343433,0.9936683150869097
0.18836363636363634,0.9435109116474297
0.19838383838383838,0.893583139488204
0.2084040404040404,0.8440479962905498
0.2184242424242424,0.7951112231008873
0.22844444444444445,0.7469680840635201
0.23846464646464646,0.6997659590754387
0.24848484848484848,0.6535991530134299
0.2585050505050505,0.6085182186064451
0.2685252525252525,0.5645613819284029
0.27854545454545454,0.5217960870722322
0.2885656565656566,0.4803245252040299
0.29858585858585857,0.4402675778929184
0.3086060606060606,0.4017705584465392
0.3186262626262626,0.3649918845726613
0.32864646464646463,0.33005688248319137
0.33866666666666667,0.29703294146427694
0.34868686868686866,0.26594202943914996
0.3587070707070707,0.23678291832522178
0.3687272727272727,0.20955435044203216
0.3787474747474747,0.18427125355774157
0.38876767676767676,0.16093963355064228
0.39878787878787875,0.13952751449489323
0.4088080808080808,0.12001016465841417
0.4188282828282828,0.10238359627320387
0.4288484848484848,0.0866403200138202
0.43886868686868685,0.07276521439120766
0.4488888888888889,0.06069173471979568
0.4589090909090909,0.05027275361870427
0.4689292929292929,0.0413510586034879
0.4789494949494949,0.03377911450271043
0.48896969696969694,0.027425508831461994
0.498989898989899,0.022157848388666357
0.509010101010101,0.017832711941259523
0.519030303030303,0.014307362486627817
0.529050505050505,0.011448709650215392
0.539070707070707,0.009147530591395905
0.5490909090909091,0.007305449756514707
0.5591111111111111,0.005836011601621981
0.5691313131313132,0.004667948705481639
0.5791515151515151,0.0037415501827688727
0.5891717171717171,0.0030067191382374646
0.5991919191919192,0.002423256341182178
0.6092121212121212,0.0019593192809899515
0.6192323232323232,0.001588824796488613
0.6292525252525252,0.001291904550903367
0.6392727272727272,0.0010536404318788142
0.6492929292929293,0.0008620024963840483
0.6593131313131313,0.0007074044654978816
0.6693333333333333,0.0005823240560043825
0.6793535353535353,0.00048082555301383204
0.6893737373737373,0.0003982042353681078
0.6993939393939393,0.00033073001181127163
0.7094141414141414,0.0002754427731724489
0.7194343434343434,0.00022999003134405158
0.7294545454545454,0.00019249859620467006
0.7394747474747474,0.00016147254869065144
0.7494949494949494,0.00013571092983936836
0.7595151515151515,0.00011424747402742851
0.7695353535353535,9.630995225907204e-05
0.7795555555555556,8.127819654337033e-05
0.7895757575757575,6.8648986456374e-05
0.7995959595959595,5.801201723683424e-05
0.8096161616161616,4.903182099255093e-05
0.8196363636363636,4.143339450617216e-05
0.8296565656565656,3.499068726771615e-05
0.8396767676767676,2.9517369800163892e-05
0.8496969696969696,2.4859418012827698e-05
0.8597171717171717,2.0889140718938766e-05
0.8697373737373737,1.750036386664875e-05
0.8797575757575757,1.4604553259635502e-05
0.8897777777777778,1.2127678383617805e-05
0.8997979797979797,1.0007670798821362e-05
0.9098181818181817,8.192364913624524e-06
0.9198383838383838,6.637820140264249e-06
0.9298585858585858,5.306952974732346e-06
0.9398787878787879,4.168395860007102e-06
0.9498989898989898,3.195670853984057e-06
0.9599191919191918,2.3666999967082637e-06
0.9699393939393939,1.6641198300842023e-06
0.9799595959595959,1.078515980408318e-06
0.989979797979798,6.17843466544903e-07
1.0,2.960759496511168e-07
