alpha_pt,omega,alpha,mse_best,source
1.0,1.0,0.42525423728813555,1.0758829334110486e-05,oracle_original
1.0,1.0,0.4335593220338983,9.851784866537003e-06,oracle_original
1.0,1.0,0.441864406779661,9.040155170660466e-06,oracle_original
1.0,1.0,0.4501694915254237,8.311658149484489e-06,oracle_original
1.0,1.0,0.45847457627118643,7.655868241735251e-06,oracle_original
1.0,1.0,0.4667796610169491,7.063896492656809e-06,oracle_original
1.0,1.0,0.4750847457627118,6.528132118908416e-06,oracle_original
1.0,1.0,0.48338983050847456,6.042032665759108e-06,oracle_original
1.0,1.0,0.49169491525423725,5.599957014980501e-06,oracle_original
1.0,1.0,0.5,5.19732186193353e-06,oracle_original
