alpha_pt,omega,alpha,mse_best,source
0.5,1.0,0.03491525423728813,0.7005465347572263,imperfect_pt
0.5,1.0,0.043220338983050846,0.6311543539223068,imperfect_pt
0.5,1.0,0.05152542372881356,0.5651036074420636,imperfect_pt
0.5,1.0,0.059830508474576265,0.5028329303170891,imperfect_pt
0.5,1.0,0.06813559322033898,0.44460546466988127,imperfect_pt
0.5,1.0,0.07644067796610168,0.39055461736103925,imperfect_pt
0.5,1.0,0.08474576271186439,0.3407246507358334,imperfect_pt
0.5,1.0,0.09305084745762711,0.295104962522861,imperfect_pt
0.5,1.0,0.10135593220338981,0.2536514772971897,imperfect_pt
0.5,1.0,0.10966101694915252,0.2162968263966193,imperfect_pt
0.5,1.0,0.11796610169491524,0.18295127921783186,imperfect_pt
0.5,1.0,0.12627118644067795,0.15349504734508906,imperfect_pt
0.5,1.0,0.13457627118644067,0.12776769098386723,imperfect_pt
0.5,1.0,0.14288135593220339,0.10556288089844532,imperfect_pt
0.5,1.0,0.1511864406779661,0.08663133288481363,imperfect_pt
0.5,1.0,0.1594915254237288,0.07068780463469283,imperfect_pt
0.5,1.0,0.16779661016949152,0.05742008474285118,imperfect_pt
0.5,1.0,0.17610169491525424,0.046500863262831114,imperfect_pt
0.5,1.0,0.18440677966101693,0.037601839822903264,imperfect_pt
0.5,1.0,0.19271186440677965,0.03040755754252349,imperfect_pt
0.5,1.0,0.20101694915254237,0.024626752633272565,imperfect_pt
0.5,1.0,0.20932203389830506,0.02000044901701789,imperfect_pt
0.5,1.0,0.21762711864406778,0.01630551983054644,imperfect_pt
0.5,1.0,0.2259322033898305,0.013355048739526242,imperfect_pt
0.5,1.0,0.23423728813559322,0.01099571744802617,imperfect_pt
0.5,1.0,0.2425423728813559,0.009103916615792768,imperfect_pt
0.5,1.0,0.25084745762711863,0.007581298515115628,imperfect_pt
0.5,1.0,0.2591525423728813,0.006350249860569063,imperfect_pt
0.5,1.0,0.26745762711864407,0.005349874812018202,imperfect_pt
0.5,1.0,0.27576271186440676,0.004532516611132105,imperfect_pt
0.5,1.0,0.28406779661016945,0.003860962094012203,imperfect_pt
0.5,1.0,0.2923728813559322,0.0033060503828243426,imperfect_pt
0.5,1.0,0.3006779661016949,0.0028449367652571395,imperfect_pt
0.5,1.0,0.3089830508474576,0.0024596111431451923,imperfect_pt
0.5,1.0,0.31728813559322033,0.0021358805412075394,imperfect_pt
0.5,1.0,0.325593220338983,0.0018624837974036015,imperfect_pt
0.5,1.0,0.3338983050847457,0.0016304227901344508,imperfect_pt
0.5,1.0,0.34220338983050846,0.0014324974469949075,imperfect_pt
0.5,1.0,0.35050847457627116,0.0012629091786512951,imperfect_pt
0.5,1.0,0.35881355932203385,0.0011169639914037771,imperfect_pt
0.5,1.0,0.3671186440677966,0.0009908425512436848,imperfect_pt
0.5,1.0,0.3754237288135593,0.0008814214515528745,imperfect_pt
0.5,1.0,0.383728813559322,0.0007861410392173957,imperfect_pt
0.5,1.0,0.3920338983050847,0.0007028665456588955,imperfect_pt
0.5,1.0,0.4003389830508474,0.0006298532537349864,imperfect_pt
0.5,1.0,0.4086440677966101,0.0005656277115806186,imperfect_pt
0.5,1.0,0.41694915254237286,0.0005089563790498497,imperfect_pt
0.5,1.0,0.42525423728813555,0.0004588196563544205,imperfect_pt
0.5,1.0,0.4335593220338983,0.0004143397639767544,imperfect_pt
0.5,1.0,0.441864406779661,0.00037477811433826437,imperfect_pt
0.5,1.0,0.4501694915254237,0.00033950627413289444,imperfect_pt
0.5,1.0,0.45847457627118643,0.00030799260115884063,imperfect_pt
