alpha_pt,alpha,mse_best,mse_fwd,mse_bwd,diff_db,fp_residual,mse_se,mse_rel_se,mse_se_db,rho_pt,rho_ft,omega,c_pt,lambda_pt,gamma_reinit,reliability_score_db,s2_pt,gp_pt,pt_oracle
0.5,0.36265822784810126,0.0010563188289061,0.0010565940186238998,0.0010563188289061,0.0011312665047498172,9.528280625198393e-07,1.1580588163810613e-05,0.010963156053748669,0.04761238178387277,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.3878481012658228,0.0007434537813823997,0.0007436906673567604,0.0007434537813823997,0.0013835679844333981,9.62006607888033e-07,7.816559559031332e-06,0.010513847336275556,0.04566105881717676,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.4130379746835443,0.0005347732689225513,0.000534987210181422,0.0005347732689225513,0.0017370899604642887,9.705342662175154e-07,5.398809762357925e-06,0.010095511642224228,0.043844249982080176,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.4382278481012658,0.0003915403468914547,0.00039172910376026004,0.0003915403468914547,0.002093176698323873,9.69218068448685e-07,3.8002227725768736e-06,0.009705826750034513,0.042151869998489605,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.46341772151898736,0.00029082322168788236,0.00029098923508894756,0.00029082322168788236,0.002478417404837785,9.510374848545333e-07,2.717023692191321e-06,0.009342526626389168,0.04057407760875019,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.48860759493670886,0.00021853761844924718,0.00021869063154669312,0.00021853761844924718,0.003039727949563087,9.657747433236552e-07,1.96759409906761e-06,0.00900345722182637,0.03910151789491173,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.5137974683544304,0.00016575900696473141,0.0001659015794791824,0.00016575900696473141,0.0037338449391910444,9.536562327883136e-07,1.4398851807253702e-06,0.008686618043215804,0.03772550282569847,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.5389873417721519,0.00012665527591669193,0.0001267888929483879,0.00012665527591669193,0.004579244824611806,9.65577497721859e-07,1.0626547648393694e-06,0.008390134221793771,0.03643788994952668,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.5641772151898734,9.732515294311819e-05,9.745072903181236e-05,9.732515294311819e-05,0.005599975662519796,9.981028521247048e-07,7.89527958892077e-07,0.00811227041537266,0.03523114277103346,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.5893670886075949,7.510040116311508e-05,7.52214896412181e-05,7.510040116311508e-05,0.006996728015487008,9.969635062639925e-07,5.896449935968793e-07,0.007851422688358135,0.03409829548643932,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.6145569620253164,5.8114092264277984e-05,5.822783901131995e-05,5.8114092264277984e-05,0.008492140326922026,9.649527129146351e-07,4.4202133330663466e-07,0.007606095459540366,0.03303285286907759,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.639746835443038,4.5033404696727804e-05,4.514279159876387e-05,4.5033404696727804e-05,0.010536295208574131,9.99152572341705e-07,3.321164029399064e-07,0.00737488993285108,0.03202874002481067,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.6649367088607595,3.490737175581037e-05,3.501015114203401e-05,3.490737175581037e-05,0.012768344927692965,9.587161782370623e-07,2.4981665125915817e-07,0.007156558591884705,0.03108053905872833,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.690126582278481,2.702581112989597e-05,2.7127005445270326e-05,2.702581112989597e-05,0.016231171969167235,9.833098015502723e-07,1.878273114338073e-07,0.006949923187542468,0.03018313290001152,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.7153164556962025,2.0872011220293543e-05,2.096982177493807e-05,2.0872011220293543e-05,0.02030439800941508,9.865225979871495e-07,1.4096893550633125e-07,0.006753969898658797,0.0293321185792818,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.740506329113924,1.6054322904784257e-05,1.6149606999849033e-05,1.6054322904784257e-05,0.02569964447094719,9.764072278952568e-07,1.054416884789266e-07,0.006567806634031543,0.028523621793674687,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.7656962025316456,1.2274225686288547e-05,1.2368170998494343e-05,1.2274225686288547e-05,0.03311376638966834,9.986239246570494e-07,7.84406539383822e-08,0.006390680434205126,0.027754372481823632,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.7908860759493671,9.308144096466407e-06,9.399309952026643e-06,9.308144096466407e-06,0.04232873306249019,9.890731508558834e-07,5.791567859695622e-08,0.006222043620805397,0.02702199210677112,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.8160759493670886,6.980502983902205e-06,7.068890868634215e-06,6.980502983902205e-06,0.05464559889051657,9.698287409647122e-07,4.2312439070861724e-08,0.0060615172242514306,0.026324834824539116,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.8412658227848101,5.153916901776359e-06,5.241990228277087e-06,5.153916901776359e-06,0.07358795027537468,9.932157188168554e-07,3.0453932010483364e-08,0.005908890770044634,0.025661986555994405,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.8664556962025316,3.726201707225929e-06,3.810455745555452e-06,3.726201707225929e-06,0.09710561636516246,9.785918529711495e-07,2.1478827489570387e-08,0.005764268597676339,0.025033900441790293,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.8916455696202532,2.612275519702556e-06,2.6942429712720747e-06,2.612275519702556e-06,0.13417777988170343,9.921025383135672e-07,1.4701326833168307e-08,0.005627785707245099,0.024441162779905354,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.9168354430379747,1.7487722020404495e-06,1.8276121578963292e-06,1.7487722020404495e-06,0.19150797222176408,9.937158854127128e-07,9.617731667704248e-09,0.005499705254053316,0.023884916439296768,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.9420253164556962,1.0776217842635123e-06,1.160159571926188e-06,1.0776217842635123e-06,0.32051365415292565,9.969574540051465e-07,5.797591565053001e-09,0.0053799873478015256,0.02336498817859513,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.9672151898734177,4.998718669076219e-07,6.5292336528687e-07,4.998718669076219e-07,1.160035153097013,9.936709041237827e-07,2.635038027374764e-09,0.005271426943220487,0.022893516331967834,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,0.9924050632911392,2.1911982332727878e-08,2.8558229250555203e-07,2.1911982332727878e-08,11.150496064822093,9.998176103957773e-07,1.1434278117194976e-10,0.005218276440519334,0.022662686631632886,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.0175949367088608,1.826701901867676e-11,9.921552619254087e-08,1.826701901867676e-11,37.349119590788675,8.632319985607365e-07,1.0298393473111249e-13,0.005637697898371845,0.024484210879004518,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.0427848101265822,1.4599540898739483e-11,4.310439139214682e-08,1.4599540898739483e-11,34.70182318444745,7.118746762669695e-07,8.262636339495431e-14,0.005659517923751166,0.024578974045176796,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.0679746835443038,1.1846957758227788e-11,2.3860262119150643e-08,1.1846957758227788e-11,33.04068370414308,5.935187326959935e-07,6.733472180364269e-14,0.0056837141802821315,0.024684057052117934,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.0931645569620254,9.748011910655498e-12,1.5130316698271398e-08,9.748011910655498e-12,31.909319673394037,4.998573954163902e-07,5.5662384332389e-14,0.005710126828173522,0.024798765724434783,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.1183544303797468,8.123871983205162e-12,1.0336541535554502e-08,8.123871983205162e-12,31.046121829786415,4.2490788172087507e-07,4.6619681899207155e-14,0.005738603709608679,0.024922439249125797,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.1435443037974684,6.849994106404574e-12,7.785621147438142e-09,6.849994106404574e-12,30.55603069056012,3.643050502633624e-07,3.9517597613416235e-14,0.0057689973158470695,0.02505443700387053,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.1687341772151898,5.8382342435707454e-12,5.974731926029125e-09,5.8382342435707454e-12,30.10036908245567,3.148247652470116e-07,3.386854898376965e-14,0.005801163086436075,0.02519413117060024,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.1939240506329114,5.025265616484465e-12,4.766276199513173e-09,5.025265616484465e-12,29.77020183681968,2.7405789970700856e-07,2.9322217184361154e-14,0.005834958671274009,0.02534090353067832,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.2191139240506328,4.3649482620191525e-12,3.855322897362955e-09,4.3649482620191525e-12,29.4608165730331,2.4018448321512644e-07,2.562331070682113e-14,0.005870243853696496,0.025494145130868676,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.2443037974683544,3.823220221441341e-12,3.191963238984808e-09,3.823220221441341e-12,29.21628566499126,2.1181530113124919e-07,2.2583306491184212e-14,0.005906880897033544,0.02565325778841398,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.269493670886076,3.3746246969535777e-12,2.5896747260645625e-09,3.3746246969535777e-12,28.85019737767081,1.878794963928129e-07,2.0061249995984762e-14,0.005944735132797118,0.02581765664550183,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.2946835443037974,2.9999153549818384e-12,2.05971048118472e-09,2.9999153549818384e-12,28.366971780552532,1.675439221172687e-07,1.7950520491286722e-14,0.005983675659873875,0.025986773205820223,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.319873417721519,2.684382725986814e-12,1.6066492178199426e-09,2.684382725986814e-12,27.77076631468168,1.5015465984615607e-07,1.6169583530122655e-14,0.006023576062231777,0.02616005845151779,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.3450632911392404,2.4166696536195508e-12,1.229615030111038e-09,2.4166696536195508e-12,27.0655187446104,1.3519418148329832e-07,1.465544624034272e-14,0.006064315086835565,0.026336985787353245,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.370253164556962,2.1879228013367277e-12,9.237008856819927e-10,2.1879228013367277e-12,26.254993657560902,1.2224966771465793e-07,1.3358969280558478e-14,0.006105777257038829,0.02651705370462336,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.3954430379746836,1.991177964931304e-12,6.813867863179178e-10,1.991177964931304e-12,25.34283629755467,1.1098936277943424e-07,1.224147027000535e-14,0.006147853424255669,0.02669978817704248,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.420632911392405,1.8209099634669658e-12,4.938015186111607e-10,1.8209099634669658e-12,24.33263948960297,1.0114477419019593e-07,1.127223620673631e-14,0.006190441280948489,0.026884744888620263,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.4458227848101266,1.672699658786803e-12,3.517395587792377e-10,1.672699658786803e-12,23.228032461601273,9.24971638616548e-08,1.0426682828762306e-14,0.006233445899262456,0.027071511572921376,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.471012658227848,1.5429851926891586e-12,2.46400890741776e-10,1.5429851926891586e-12,22.032805151131726,8.48672201596563e-08,9.684979223820718e-15,0.006276780405741587,0.02725971094332025,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.4962025316455696,1.4288743466310703e-12,1.6986462466969272e-10,1.4288743466310703e-12,20.75108904673192,7.810711208489865e-08,9.03101022871359e-15,0.006320366972789778,0.027449004998861604,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.5213924050632912,1.3280016203611634e-12,1.1533505093408537e-10,1.3280016203611634e-12,19.38762706815352,7.209434993309854e-08,8.451586150263252e-15,0.0063641384322744715,0.02763910203205214,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.5465822784810126,1.2384182185104378e-12,7.721212856351793e-11,1.2384182185104378e-12,17.948181927937327,6.672704120752972e-08,7.935834755648928e-15,0.006408041029301155,0.02782976858835125,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.5717721518987342,1.1585062884737535e-12,5.104038677836564e-11,1.1585062884737535e-12,16.440155612398485,6.192025880656319e-08,7.474727985159617e-15,0.006452039198688355,0.028020850210138306,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.5969620253164556,1.0869108903364077e-12,3.3384576243655844e-11,1.0869108903364077e-12,14.873519278249987,5.760335029626011e-08,7.060707794057651e-15,0.006496123883598503,0.028212307564067514,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.6221518987341772,1.0224845576190147e-12,2.167073651452101e-11,1.0224845576190147e-12,13.262169140951343,5.3718134417783266e-08,6.687383354934793e-15,0.006540326995751618,0.028404279240978002,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.6473417721518988,9.642400627766963e-13,1.4020517444578907e-11,9.642400627766963e-13,11.625788702747514,5.0218085599502204e-08,6.349276393617912e-15,0.006349276393617913,0.02757455701826838,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.6725316455696202,9.113071672226436e-13,9.096544846064152e-12,9.113071672226436e-13,9.992116790192483,4.706885377851765e-08,6.041592840344028e-15,0.006041592840344028,0.026238304324676047,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.6977215189873418,8.628886504449587e-13,5.968408787460156e-12,8.628886504449587e-13,8.399038043620024,4.425090840954461e-08,5.7599969312427355e-15,0.005759996931242736,0.025015348830183838,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.7229113924050632,8.182096201595288e-13,4.002830977870885e-12,8.182096201595288e-13,6.89502670685097,4.1765935359535794e-08,5.500357396346422e-15,0.005500357396346422,0.023887748657289883,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.7481012658227848,7.764517849614502e-13,2.777622535354778e-12,7.764517849614502e-13,5.535587343420218,3.965026285227355e-08,5.258422562604856e-15,0.005258422562604856,0.022837039024548453,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.7732911392405064,7.366608672341047e-13,2.0168098765353632e-12,7.366608672341047e-13,4.373973595060917,3.8001884314202585e-08,5.029359636952499e-15,0.005029359636952499,0.02184223137835412,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.7984810126582278,6.976109932545503e-13,1.5433330918625203e-12,6.976109932545503e-13,3.448463525703559,3.703431071004736e-08,4.8070605507884045e-15,0.004807060550788405,0.0208767987138221,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.8236708860759494,6.576068033515635e-13,1.245577796097843e-12,6.576068033515635e-13,2.774045602127316,3.718413204896938e-08,4.5830728747705125e-15,0.004583072874770513,0.019904032596733064,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.8488607594936708,6.142092256942102e-13,1.0543349419909934e-12,6.142092256942102e-13,2.346622643726633,3.9327406466419416e-08,4.344969930997605e-15,0.004344969930997605,0.018869964650678122,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.8740506329113924,5.639041740213737e-13,9.273355882991995e-13,5.639041740213737e-13,2.1603161774457504,4.521902250391195e-08,4.073966536858363e-15,0.004073966536858363,0.017693011864160876,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.899240506329114,5.018447214815813e-13,8.391113064725548e-13,5.018447214815813e-13,2.2325021246250003,5.839379976132105e-08,3.74170953751863e-15,0.00374170953751863,0.016250038050291092,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.9244303797468354,4.220985463852776e-13,7.744903831362119e-13,4.220985463852776e-13,2.6360217294262043,8.603378974203534e-08,3.3066287757010615e-15,0.003306628775701062,0.014360506309894761,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.949620253164557,3.195289364527314e-13,7.245107641463088e-13,3.195289364527314e-13,3.5553464835774946,1.4287821042773712e-07,2.711596052209665e-15,0.002711596052209665,0.011776312026252992,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,1.9748101265822784,1.9569298791992993e-13,6.839006411176045e-13,1.9569298791992993e-13,5.434177465822643,2.59495310938609e-07,1.8903837619821182e-15,0.0018903837619821183,0.00820983236508344,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
0.5,2.0,7.180303685192013e-14,6.495531933533105e-13,7.180303685192013e-14,9.564719094369138,4.99960004146908e-07,8.288541927161291e-16,0.0008288541927161291,0.003599668021989893,0.1,0.1,1.0,0.001,0.0,0.0,31.089281721966795,0.0029985104183978067,0.020808237282438375,False
1.0,0.01,0.9199579251979292,0.9199579251979292,0.9199579253096168,5.272560166247331e-10,9.092749451156124e-07,0.015209363566706983,0.01653267301701291,0.07180048662399491,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.03518987341772152,0.6796800594112735,0.6796800939831957,0.6796800594112735,2.209038572065225e-07,9.914687630896424e-07,0.011129733108369568,0.01637495900351989,0.0711155433662066,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.06037974683544304,0.43589266591109443,0.4358927978688899,0.43589266591109443,1.3147395723223099e-06,9.79004672885253e-07,0.007583186178185433,0.017396911605142985,0.0755538271227224,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.08556962025316454,0.2308347989021617,0.23083514692286217,0.2308347989021617,6.547685037716633e-06,9.222803933894852e-07,0.004142124153258498,0.01794410623076861,0.07793026318708565,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.11075949367088607,0.09549199721551492,0.0954928209414549,0.09549199721551492,3.746262491333141e-05,9.944332803879519e-07,0.0017145757838619015,0.01795517775162135,0.07797834619121187,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.1359493670886076,0.02852380174866933,0.028525399414122517,0.02852380174866933,0.00024324873137082648,9.779383265129393e-07,0.0005023203799763107,0.017610569039933275,0.07648172957219268,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.1611392405063291,0.006748157245123986,0.006749348270496426,0.006748157245123986,0.00076644643382906,9.865512182738456e-07,0.0001148092923007327,0.01701342872288437,0.0738883821260297,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.18632911392405063,0.001769508302051586,0.0017700788706330993,0.001769508302051586,0.0014001338379650008,9.778622253042712e-07,2.887456515218882e-05,0.016317846668880476,0.0708675076483815,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.21151898734177216,0.0006079793754872861,0.0006082680939622309,0.0006079793754872861,0.0020618968753751687,9.98498213916621e-07,9.503924039394826e-06,0.015631984278706126,0.06788884513440453,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.23670886075949368,0.00026393752704120886,0.00026409777189564335,0.00026393752704120886,0.0026359396165673843,9.610939643925343e-07,3.955133647500011e-06,0.014985112923644586,0.06507951853435948,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.2618987341772152,0.0001353500125503617,0.0001354527787481253,0.0001353500125503617,0.0032961842485761395,9.84138555641667e-07,1.9462475284332024e-06,0.014379367181137373,0.062448798200286766,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.2870886075949367,7.800262055291854e-05,7.807487100686493e-05,7.800262055291854e-05,0.0040208200928475435,9.944785065614525e-07,1.077269636141802e-06,0.013810685186031162,0.059979043675963184,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.3122784810126582,4.888005212514383e-05,4.8932299919047265e-05,4.888005212514383e-05,0.004639686147562827,9.506568363418233e-07,6.48842138626494e-07,0.013274170350009313,0.05764898934852801,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.33746835443037976,3.2582904043180785e-05,3.2624064631621355e-05,3.2582904043180785e-05,0.005482793992463542,9.87690689041587e-07,4.1593112773057074e-07,0.012765317885089503,0.05543907117235259,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.36265822784810126,2.2763089989343057e-05,2.2796908562805428e-05,2.2763089989343057e-05,0.0064474201074560256,9.888400201892023e-07,2.795414097000919e-07,0.012280468505416626,0.053333397070891145,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.3878481012658228,1.6492681743872158e-05,1.652105025106186e-05,1.6492681743872158e-05,0.0074637361002345415,9.712477000677067e-07,1.9488758929857693e-07,0.011816610077435542,0.051318885514326125,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.4130379746835443,1.229820409987714e-05,1.2322395407076056e-05,1.229820409987714e-05,0.008534442554527288,9.722669613593943e-07,1.3984683318588268e-07,0.011371321540132819,0.04938502196827269,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.4382278481012658,9.384473427174767e-06,9.406388333053559e-06,9.384473427174767e-06,0.010129952666474651,9.725105614092483e-07,1.0269172036232458e-07,0.010942725892851756,0.04752365472245351,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.46341772151898736,7.296259796107833e-06,7.3155473470213135e-06,7.296259796107833e-06,0.011465360463823515,9.578664926686298e-07,7.68249996646786e-08,0.010529367348687426,0.04572846137467221,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.48860759493670886,5.759377473907261e-06,5.777483227012565e-06,5.759377473907261e-06,0.013631498765221295,9.87774377930739e-07,5.834304131301716e-08,0.010130095062763135,0.043994443869134044,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.5137974683544304,4.6033299747464666e-06,4.620036796982773e-06,4.6033299747464666e-06,0.015733275759920673,9.852253529986366e-07,4.4855522880366785e-08,0.009744146764720522,0.04231829170773546,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.5389873417721519,3.7170793012574588e-06,3.7326694647159e-06,3.7170793012574588e-06,0.018177074311289232,9.467369779248003e-07,3.4832607945419135e-08,0.009370961747745208,0.04069756977172196,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.5641772151898734,3.025910609679263e-06,3.0405567070680662e-06,3.025910609679263e-06,0.020970134028786447,9.3923031961856e-07,2.726396600916112e-08,0.009010169012246865,0.03913066683034486,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.5893670886075949,2.4790273106454527e-06,2.493301082182764e-06,2.4790273106454527e-06,0.024934142529581038,9.593274077090465e-07,2.1472450133584557e-08,0.008661643234577306,0.03761703860991557,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.6145569620253164,2.041212915201344e-06,2.0551190330298604e-06,2.041212915201344e-06,0.02948673844912264,9.416164557175984e-07,1.699402595837036e-08,0.008325454846876707,0.03615699099333235,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.639746835443038,1.686408999651488e-06,1.6999346510492247e-06,1.686408999651488e-06,0.03469315350033497,9.525362638378339e-07,1.3494305480142184e-08,0.008001798782460783,0.03475137056522877,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.6649367088607595,1.3959805436938586e-06,1.4095150932155506e-06,1.3959805436938586e-06,0.04190365293545284,9.918223236528474e-07,1.0736555449995398e-08,0.007691049490980546,0.03340180353977665,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.690126582278481,1.1564797035806839e-06,1.1696021671211032e-06,1.1564797035806839e-06,0.04900149075810134,9.982841081934528e-07,8.550719765313357e-09,0.007393748233400623,0.03211064058347807,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
1.0,0.7153164556962025,9.5741242288517e-07,9.701685891500298e-07,9.5741242288517e-07,0.057481511372266425,9.790536595485032e-07,6.807757885540372e-09,0.0071105802711700136,0.030880857748992643,0.1,0.1,1.0,0.001,0.0,0.0,25.935864563322866,0.0,0.0,True
