rho_pt,rho_ft,omega,c_pt,lambda_pt,gamma_reinit,seed,ft_teacher_norm,alpha,mse_best,active_best,mse_fwd,mse_bwd,diff_db,fp_residual,mse_se,mse_rel_se,mse_se_db,reliability_score_db,rho_pt_emp,rho_ft_emp,experiment
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.01,1.005566753243322,0.9999875,1.005566753243322,1.0055667532495491,2.6893886423406954e-11,9.655582857703848e-07,0.0174674735717053,0.0173707747549989,0.0754403162248035,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0162025316455696,0.9996484975668888,0.9999875,0.9996484976843224,0.9996484975668888,5.101860919409088e-10,9.477759590481584e-07,0.0172289407754074,0.0172349989194622,0.0748506492633097,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0224050632911392,0.9937069867849077,0.9999875,0.993706986981342,0.9937069867849077,8.585064568966683e-10,7.955021601446788e-07,0.0169980795510722,0.017105726111546,0.0742892245919279,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0286075949367088,0.9877436441992428,0.9999875,0.9877436445848332,0.9877436441992428,1.6953757217552652e-09,9.99677496338336e-07,0.0167722369951252,0.0169803542585408,0.0737447415524667,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0348101265822784,0.9817577296126976,0.9999875,0.9817577301109818,0.9817577296126976,2.204230922786543e-09,7.762117917309297e-07,0.0165501184427292,0.0168576400709961,0.0732118006074477,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0410126582278481,0.9757477235325304,0.9999875,0.9757477242738458,0.9757477235325304,3.299513301469048e-09,8.392970443082959e-07,0.0163309618796451,0.016736869055171,0.0726872987499806,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0472151898734177,0.9697117834510242,0.9999875,0.9697117845532904,0.9697117834510242,4.936602016059055e-09,9.417898922947644e-07,0.0161142660513187,0.0166175830038602,0.0721692460114576,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0534177215189873,0.9636479361747056,0.9999875,0.963647937423158,0.9636479361747056,5.6264953252060926e-09,8.277979191007034e-07,0.0158996762153027,0.0164994658510015,0.0716562697344113,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0596202531645569,0.9575541724205084,0.9999875,0.9575541742736564,0.9575541724205084,8.404871049139118e-09,9.768636033413711e-07,0.0156869282982828,0.0163822880731952,0.0711473731113814,0.2985261743566774,0.0988625,0.101325,exp1
0.1,0.1,0.0,1.0,0.0,0.0,0,unit_total_var,0.0658227848101265,0.9514285011114308,0.9999875,0.9514285032137628,0.9514285011114308,9.596425487590212e-09,8.963036250975166e-07,0.0154758186598894,0.0162658766705128,0.0706418048132258,0.2985261743566774,0.0988625,0.101325,exp1
