alpha,mse
0.008,0.9091453083533583
0.028244897959183675,0.9290476028095794
0.04848979591836735,0.9499669095538998
0.06873469387755102,0.9719833437846297
0.0889795918367347,0.995142451489489
0.10922448979591837,1.0194658549908218
0.12946938775510206,1.0449534991140486
0.14971428571428574,1.071573656541676
0.1699591836734694,1.0992374795136048
0.19020408163265307,1.1277528038121805
0.21044897959183675,1.1567533485906583
0.23069387755102044,1.1856166664159835
0.2509387755102041,1.2134266549167319
0.27118367346938776,1.2390572490566027
0.2914285714285715,1.2613566059453656
0.31167346938775514,1.2793040585841078
0.3319183673469388,1.2920874064400654
0.35216326530612246,1.2991245740990047
0.3724081632653061,1.3000364032464837
0.39265306122448984,1.2945969710884826
0.4128979591836735,1.2827090958323875
0.43314285714285716,1.2644009884001093
0.4533877551020409,1.239805317893477
0.47363265306122454,1.2091276554687236
0.4938775510204082,1.1726426602745432
0.5141224489795919,1.1307179742481044
0.5343673469387755,1.08382164467029
0.5546122448979592,1.032494262367832
0.574857142857143,0.9773302524754094
0.5951020408163266,0.9190011548790334
0.6153469387755103,0.8582639885005637
0.6355918367346939,0.7959234598372239
0.6558367346938776,0.7328149754312661
0.6760816326530613,0.6697759760563644
0.6963265306122449,0.6075508589181804
0.7165714285714286,0.546775886916867
0.7368163265306122,0.488053279454034
0.757061224489796,0.431844908215552
0.7773061224489797,0.3782979562456235
0.7975510204081633,0.327434106561264
0.817795918367347,0.2794487870347189
0.8380408163265307,0.23458731525829757
0.8582857142857143,0.19300925289036064
0.878530612244898,0.1548284093670316
0.8987755102040818,0.12009073251251509
0.9190204081632654,0.08857886241038516
0.9392653061224491,0.06049088865311653
0.9595102040816327,0.036210120599125914
0.9797551020408164,0.004940869899625557
1.0,2.5551011504013467e-06
