rho_pt,rho_ft,omega,c_pt,lambda_pt,gamma_reinit,seed,ft_teacher_norm,alpha,mse_best,active_best,mse_fwd,mse_bwd,diff_db,fp_residual,mse_se,mse_rel_se,mse_se_db,reliability_score_db,rho_pt_emp,rho_ft_emp
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.01,1.183793219576138,0.5430375,1.1837932196692795,1.183793219576138,3.417052196752479e-10,9.034768311266816e-07,0.021366082629094073,0.018048830045456998,0.07838507293551591,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.022564102564102566,1.1893605414916877,0.5906375,1.1893605457996708,1.1893605414916877,1.57305812820141e-08,8.902057757609327e-07,0.01932489329481007,0.016248137230593613,0.0705647634045359,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.03512820512820513,1.1740748150599083,0.6185375,1.1740748248877135,1.1740748150599083,3.6353403731759215e-08,9.087636883009509e-07,0.017981344386812835,0.015315330979052915,0.06651363732724606,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.047692307692307694,1.146972313590975,0.6390875,1.1469723325976096,1.146972313590975,7.196752982441268e-08,9.382413814762458e-07,0.016976528249271743,0.014801166556602506,0.06428064961263423,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.06025641025641026,1.112322642504493,0.6551625,1.1123226746000208,1.112322642504493,1.253135545331574e-07,9.168930645842011e-07,0.015944483579019644,0.014334405297296859,0.062253531219807666,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.07282051282051281,1.0712048950799993,0.6687875,1.071204941598746,1.0712048950799993,1.8859916178781688e-07,8.908736006674189e-07,0.014816620123513171,0.01383173302471386,0.06007045327792203,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.08538461538461538,1.0246809338691738,0.679825,1.0246810001190685,1.0246809338691738,2.807894809581102e-07,8.94977333132374e-07,0.013705026766110549,0.013374921219974937,0.05808654481725824,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.09794871794871794,0.9751538525245216,0.6900125,0.9751539468880029,0.9751538525245216,4.202571436406899e-07,9.454833360678094e-07,0.01274337668395316,0.013068067824336171,0.05675389745246632,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.1105128205128205,0.9231463238274799,0.6992,0.9231464518539176,0.9231463238274799,6.023007423916482e-07,9.639898479463227e-07,0.011849541733270456,0.012836038477779749,0.05574620680397561,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.12307692307692307,0.8688765021661564,0.708075,0.8688766725494877,0.8688765021661564,8.516346473586012e-07,9.074025388855489e-07,0.011005128113704023,0.012665929031649077,0.05500743086623391,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.13564102564102565,0.8132436793018806,0.7162625,0.8132438910738048,0.8132436793018806,1.1309201470854902e-06,8.874154016069724e-07,0.01022661401432689,0.012575091912310718,0.05461293026942755,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.1482051282051282,0.7571431392755168,0.7241375,0.7571434138317941,0.7571431392755168,1.5748442845353594e-06,9.243017338178561e-07,0.009512426064381591,0.012563576912925199,0.054562921262505046,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.16076923076923078,0.7007928321953004,0.7305625,0.7007931809235669,0.7007928321953004,2.161134035505441e-06,9.468163302273069e-07,0.008846484488394544,0.012623537345098246,0.05482332611075793,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.17333333333333334,0.6444343099561948,0.737225,0.6444347293305969,0.6444343099561948,2.8262295568293183e-06,9.287766982168932e-07,0.008185075859662504,0.012701179520095512,0.05516052179240072,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.1858974358974359,0.5882668957882616,0.743325,0.5882674441544291,0.5882668957882616,4.048371433196252e-06,9.41326197878567e-07,0.007492039470287664,0.012735782897061605,0.05531080234911664,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.19846153846153847,0.5324312878353283,0.7490625,0.5324319787512564,0.5324312878353283,5.6356714415173315e-06,9.778715450714515e-07,0.006758127649350421,0.012692957389537542,0.05512481353309257,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.21102564102564103,0.4770962191720141,0.754575,0.4770970436154173,0.4770962191720141,7.504794565349471e-06,9.58425729002954e-07,0.0059977373108959725,0.012571336912509728,0.05459662251249637,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.2235897435897436,0.4228190508783894,0.7599,0.4228200752563908,0.4228190508783894,1.0521786414141587e-05,9.89411522045458e-07,0.00524297045551083,0.012400033642331802,0.05385266186279381,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.23615384615384616,0.36968321793270864,0.765225,0.3696844763347176,0.36968321793270864,1.4783362940029576e-05,9.56005575591945e-07,0.00450231698482756,0.012178851423131389,0.05289207968985527,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.24871794871794872,0.31889861520964763,0.7703,0.3189001256630818,0.31889861520964763,2.057017518453108e-05,9.597662364857484e-07,0.0038028469820522268,0.011924940406380227,0.051789358155160524,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.2612820512820513,0.27163535172083586,0.775275,0.2716371462796643,0.27163535172083586,2.8691568208394358e-05,9.744959594826241e-07,0.0031807829666765704,0.011709753338532731,0.05085481259372945,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.27384615384615385,0.22759523768196627,0.7796,0.22759747330402888,0.22759523768196627,4.265966049121772e-05,9.979423317707514e-07,0.002627188563472811,0.011543249279863903,0.05013169465478578,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.2864102564102564,0.18662908848903353,0.7835375,0.18663184316958872,0.18662908848903353,6.41022117822132e-05,9.863561101219886e-07,0.0021385866733242324,0.011459021156018224,0.049765896560713355,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.298974358974359,0.14866113628565367,0.7872875,0.1486644671425027,0.14866113628565367,9.730562944731957e-05,9.754813571904997e-07,0.0016997237392503029,0.011433544648712149,0.04965525349530139,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.31153846153846154,0.11467733859195182,0.790925,0.11468154339878857,0.11467733859195182,0.0001592372958061361,9.767700628882103e-07,0.0013158606225786153,0.011474460767360046,0.04983294994079819,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.3241025641025641,0.0848053569250715,0.794175,0.08481059418237001,0.0848053569250715,0.00026819552417123305,9.799573177926568e-07,0.0009844410334712205,0.01160824114378775,0.05041395073349312,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.33666666666666667,0.059821620080250285,0.7970375,0.059828232068017156,0.059821620080250285,0.0004799922027363124,9.828010150148003e-07,0.0007080691119873972,0.01183634129329041,0.05140457709599623,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.34923076923076923,0.03956147362492134,0.7995875,0.03956990794246486,0.03956147362492134,0.000925796443608462,9.949988978991131e-07,0.0004728137954816329,0.011951369657367586,0.05190413893380699,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.3617948717948718,0.024231260361159083,0.801425,0.024241953493195894,0.024231260361159083,0.0019160967239102433,9.877797720048154e-07,0.00028914285497513224,0.011932637868008172,0.05182278780625731,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.37435897435897436,0.013488237207361661,0.8026625,0.013501901173563405,0.013488237207361661,0.004397299150934231,9.931748725933165e-07,0.00016029305264960607,0.011883914123494264,0.05161118327245678,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.3869230769230769,0.006795997880866779,0.8034625,0.006812603754149129,0.006795997880866779,0.010598947498980493,9.90248787812592e-07,7.992479200842223e-05,0.01176056752952201,0.05107549582121966,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.3994871794871795,0.0031475315926573345,0.804,0.003167082843218716,0.0031475315926573345,0.026893256752870798,9.98851857910918e-07,3.657752733581801e-05,0.011621019919592633,0.05046944825166851,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.41205128205128205,0.0013530758091984181,0.803725,0.0013731070477291277,0.0013530758091984181,0.06382266619412391,9.959556332298294e-07,1.544583940784785e-05,0.011415354042134705,0.04957625269471082,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.4246153846153846,0.0005506400395735696,0.803075,0.0005646216133542323,0.0005506400395735696,0.10889710886404202,9.920590206009133e-07,6.142487729922571e-06,0.011155178135392185,0.04844632308848631,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.4371794871794872,0.00021694949816762125,0.8018875,0.000226194848522875,0.00021694949816762125,0.18124059970670459,9.958950792682449e-07,2.3804918324381226e-06,0.010972562059576132,0.04765323154814893,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.44974358974358974,8.556713910590833e-05,0.8006,9.158119319541045e-05,8.556713910590833e-05,0.2949928576037024,9.993376332718268e-07,9.25476718720014e-07,0.010815795974837153,0.046972405092631765,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.4623076923076923,3.408347377626637e-05,0.7993625,3.7924114566094335e-05,3.408347377626637e-05,0.46371598380341084,9.928014504884466e-07,3.637884362185588e-07,0.010673455370381836,0.046354227701974594,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.4748717948717949,1.3889003145961738e-05,0.798075,1.6370897518533283e-05,1.3889003145961738e-05,0.7140141355558569,9.969496503434584e-07,1.4632948142504744e-07,0.010535635991096533,0.0457556857427452,0.7316601092202686,0.0988625,0.101325
0.1,0.1,0.0,0.001,-0.00099999,1e-06,0,unit_total_var,0.48743589743589744,5.791938327654686e-06,0.7964625,7.404867464653472e-06,5.791938327654686e-06,1.06693360884411,9.956968318295973e-07,6.037353075267562e-08,0.010423717819026313,0.04526963129719726,0.7316601092202686,0.0988625,0.101325
