timestamp,active_dim_1,active_dim_2,c,epochs,final_epoch,final_train_loss,final_val_loss,init_method,inp_dim,linear_readout,lmda,load_model,lr,model_path,model_scaling,n_train1,n_train2,no_tuning,one_task,overlap,plot_ground_truth_only,save_path,save_weights,scaling,seed,threshold,w_scaling
2025-10-10 14:27:44,40,40,1e-05,100000,377,9.576739401495615e-11,1.6900136470794678,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,16,False,True,0,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=16--overlap_bool=no--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:27:58,40,40,1e-05,100000,2043,9.938223161087834e-11,2.584528923034668,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,32,False,True,0,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=32--overlap_bool=no--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:28:13,40,40,1e-05,100000,2315,9.982346893533388e-11,1.6707571744918823,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,64,False,True,0,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=64--overlap_bool=no--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:28:32,40,40,1e-05,100000,8984,9.975462123001931e-11,0.9738465547561646,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,128,False,True,0,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=128--overlap_bool=no--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:29:20,40,40,1e-05,100000,54108,9.997726257982008e-11,0.0350457020103931,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,256,False,True,0,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=256--overlap_bool=no--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:30:43,40,40,1e-05,100000,99999,1.697385130228213e-07,6.349731847876683e-06,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,512,False,True,0,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=512--overlap_bool=no--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:32:43,40,40,1e-05,100000,386,9.810256079711975e-11,1.3574830293655396,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,16,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=16--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:32:57,40,40,1e-05,100000,1083,9.984463950063471e-11,1.6743570566177368,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,32,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=32--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:33:12,40,40,1e-05,100000,2694,9.981640514133971e-11,1.284021496772766,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,64,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=64--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:33:29,40,40,1e-05,100000,5200,9.98193888657184e-11,1.2060891389846802,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,128,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=128--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:34:03,40,40,1e-05,100000,34404,9.998039895986466e-11,0.1681946814060211,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,256,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=256--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 14:35:25,40,40,1e-05,100000,99999,2.360759481234709e-07,1.967988646356389e-05,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,512,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=512--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
2025-10-10 15:19:07,40,40,1e-05,100000,387,9.696433933559234e-11,1.357738971710205,simple,1000,False,0.0,True,0.1,data/diagonal/pretrain/seed=0--active_dim=40--c=1e-05--lmda=0--init_method=simple/model.pt,0.001,1024,16,False,True,40,False,data/diagonal/sparse_overlap/seed=0--active_dim_2=40--one_task=True--n_train2=16--overlap_bool=yes--w_scaling=1.0--lmda=0--c=1e-05--init_method=simple--load_model=True--linear_readout=False/,True,0.001,0,1e-10,1.0
